,ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
1458,458,Prem Shankar Prasad,BAIKUNTHPUR,RJD,4,92 Lac+,0,BIHAR,12th Pass
1459,459,Anantkumar Hasmukhbhai Patel,BANSDA (ST),INC,5,1 Crore+,12 Lac+,GUJARAT,Post Graduate
1460,460,K. S. Basavanthappa,MAYAKONDA (SC),INC,1,1 Crore+,3 Lac+,KARNATAKA,10th Pass
1461,461,Gum Tayeng,DAMBUK,BJP,0,4 Crore+,0,ARUNACHAL PRADESH,12th Pass
1462,462,Santosh Kumar Mishra,KARGAHAR,INC,0,4 Crore+,50 Lac+,BIHAR,Graduate Professional
1463,463,Manisha Singh,JAISINGHNAGAR (ST),BJP,0,1 Crore+,52 Lac+,MADHYA PRADESH,Post Graduate
1464,464,Suryamani Baidya,KHALIKOTE,BJD,0,11 Lac+,28 Thou+,ODISHA,12th Pass
1465,465,Ajit Sharma,BHAGALPUR,INC,7,43 Crore+,6 Crore+,BIHAR,Graduate
1466,466,Arjunan P,TINDIVANAM (SC),AIADMK,0,1 Crore+,31 Lac+,TAMIL NADU,10th Pass
1467,467,Saurabh Srivastava,VARANASI CANTT.,BJP,3,12 Crore+,52 Lac+,UTTAR PRADESH,Graduate
1468,468,G.D. Harish Gowda,HUNSUR,JD(S),1,0,33 Crore+,KARNATAKA,Graduate Professional
1469,469,B G Govindappa,HOSADURGA,INC,1,2 Crore+,18 Lac+,KARNATAKA,12th Pass
1470,470,Kalyani Saha Roy,TELIAMURA,BJP,0,2 Crore+,33 Lac+,TRIPURA,Graduate Professional
1471,471,Mamta Devi,RAMGARH,INC,4,91 Lac+,9 Lac+,JHARKHAND,Graduate
1472,472,Dinesh Rai Munmun,SEONI,BJP,0,35 Crore+,16 Crore+,MADHYA PRADESH,Post Graduate
1473,473,Dharmana Prasada Rao,SRIKAKULAM,YSRCP,2,13 Crore+,74 Lac+,ANDHRA PRADESH,12th Pass
1474,474,S.Stalinkumar,THURAIYUR (SC),DMK,13,63 Lac+,10 Lac+,TAMIL NADU,Graduate Professional
1475,475,Vishambhar Singh,BABERU,SP,1,0,5 Lac+,UTTAR PRADESH,Post Graduate
1476,476,Govindarajan T.J,GUMMIDIPOONDI,DMK,0,7 Crore+,2 Crore+,TAMIL NADU,10th Pass
1477,477,Mohan Gopalrao Mate,NAGPUR SOUTH,BJP,5,2 Crore+,8 Lac+,MAHARASHTRA,10th Pass
1478,478,Sorokhaibam Rajen Singh,LAMSANG,BJP,1,4 Crore+,0,MANIPUR,Graduate
1479,479,Lalit Chandrakar,DURG-RURAL,BJP,0,13 Crore+,52 Lac+,CHHATTISGARH,Graduate
1480,480,Rakesh Janghu (Rakesh Daultabad),BADSHAHPUR,IND,1,66 Crore+,19 Crore+,HARYANA,10th Pass
1481,481,Rajamuthu M,VEERAPANDI,AIADMK,0,3 Crore+,9 Lac+,TAMIL NADU,Graduate
1482,482,Rahima Mondal,DEGANGA,AITC,0,67 Lac+,0,WEST BENGAL,10th Pass
1483,483,Vijay Kumar Mandal,DINARA,RJD,4,2 Crore+,0,BIHAR,Graduate
1484,484,Hardik Bharatbhai Patel,VIRAMGAM,BJP,22,61 Lac+,2 Lac+,GUJARAT,Graduate
1485,485,Siddu Savadi,TERDAL,BJP,2,13 Crore+,5 Crore+,KARNATAKA,10th Pass
1486,486,Amarnath Gudivada,ANAKAPALLI,YSRCP,5,5 Crore+,0,ANDHRA PRADESH,Graduate Professional
1487,487,Narinder Pal Singh Sawna,FAZILKA,AAP,0,18 Thou+,3 Lac+,PUNJAB,Others
1488,488,Gopal Sharma,CIVIL LINES,BJP,2,10 Crore+,0,RAJASTHAN,Post Graduate
1489,489,Bishamber Singh,BAWANI KHERA (SC),BJP,0,1 Crore+,27 Lac+,HARYANA,Graduate
1490,490,Atal Shrivastav,KOTA,INC,3,10 Crore+,2 Crore+,CHHATTISGARH,Graduate Professional
1491,491,Chandrima Bhattacharya,DUM DUM UTTAR,AITC,0,60 Lac+,0,WEST BENGAL,Graduate Professional
1492,492,Mahant Shambhunath Tundiya,GADHADA (SC),BJP,0,4 Crore+,1 Lac+,GUJARAT,Graduate
1493,493,Pinarayi Vijayan,DHARMADAM,CPI(M),2,1 Crore+,0,KERALA,12th Pass
1494,494,Kanggong Taku,MARIYANG-GEKU,JD(U),0,0,0,ARUNACHAL PRADESH,12th Pass
1495,495,Vinendrasinh Dilipsinh Zala,HIMATNAGAR,BJP,0,8 Crore+,2 Lac+,GUJARAT,Graduate Professional
1496,496,Bikash Roychoudhury,SURI,AITC,0,4 Crore+,5 Lac+,WEST BENGAL,Graduate
1497,497,Siddu Patil,HUMNABAD,BJP,3,8 Crore+,6 Crore+,KARNATAKA,Graduate Professional
1498,498,Pradip Kumar Dishari,LANJIGARH,BJD,0,45 Lac+,98 Thou+,ODISHA,Graduate
1499,499,Nityananda Gond,UMERKOTE,BJP,2,32 Lac+,0,ODISHA,Post Graduate
1500,500,Joydeb Halder,MANDIRBAZAR (SC),AITC,2,35 Lac+,0,WEST BENGAL,10th Pass
1501,501,Pankaj Gupta,UNNAO,BJP,6,6 Crore+,69 Lac+,UTTAR PRADESH,Graduate
1502,502,Dr. Darshita Shah,RAJKOT WEST,BJP,0,10 Crore+,90 Lac+,GUJARAT,Post Graduate
1503,503,Fauja Singh,GURU HAR SAHAI,AAP,0,0,6 Lac+,PUNJAB,Post Graduate
1504,504,Satish Malviya,GHATIYA (SC),BJP,1,3 Crore+,11 Lac+,MADHYA PRADESH,Graduate
1505,505,Samsul Haque,BOXANAGAR,CPI(M),1,58 Lac+,0,TRIPURA,10th Pass
1506,506,Suresh Singh,PUSHKAR,BJP,0,0,0,RAJASTHAN,Graduate Professional
1507,507,Alemao Yuri,CUNCOLIM,INC,0,30 Crore+,0,GOA,Others
1508,508,Rajinder Singh Joon,BAHADURGARH,INC,0,0,10 Lac+,HARYANA,Graduate
1509,509,Seema Trikha,BADHKAL,BJP,0,2 Crore+,18 Lac+,HARYANA,Graduate Professional
1510,510,Ratan Chakraborty,KHAYERPUR,BJP,0,3 Crore+,0,TRIPURA,Graduate
1511,511,Ramakrishna Babu Velagapudi,VISAKHAPATNAM EAST,TDP,0,17 Crore+,1 Crore+,ANDHRA PRADESH,Graduate
1512,512,Jitubhai Harjibhai Chaudhari,KAPRADA (ST),BJP,1,1 Crore+,4 Lac+,GUJARAT,8th Pass
1513,513,Amritlal Meena,SALUMBER (ST),BJP,1,2 Crore+,7 Lac+,RAJASTHAN,Post Graduate
1514,514,Hari Narayan Singh,HARNAUT,JD(U),0,3 Crore+,0,BIHAR,Graduate
1515,515,Mukesh Kumar Raushan,MAHUA,RJD,4,9 Crore+,3 Crore+,BIHAR,Graduate Professional
1516,516,Lalita Yadav,CHHATARPUR,BJP,0,2 Crore+,0,MADHYA PRADESH,Graduate
1517,517,Senthil Kumar I.P,PALANI,DMK,14,8 Crore+,76 Lac+,TAMIL NADU,Post Graduate
1518,518,Nrusingha Charan Sahu,PARJANGA,BJD,2,2 Crore+,37 Lac+,ODISHA,Graduate Professional
1519,519,Sanasam Premchandra Singh,KUMBI,BJP,0,1 Crore+,0,MANIPUR,12th Pass
1520,520,Sanjay Kumar,BASERI (SC),INC,0,64 Lac+,0,RAJASTHAN,Graduate Professional
1521,521,Mani C Kappen,PALA,IND,12,27 Crore+,4 Crore+,KERALA,12th Pass
1522,522,Ashok Kirtania,BANGAON UTTAR (SC),BJP,0,2 Crore+,37 Lac+,WEST BENGAL,Graduate
1523,523,Dr. Budhan Murmu,SARASKANA,BJP,0,29 Lac+,0,ODISHA,Graduate Professional
1524,524,Rajendra Dholakia,NUAPADA,BJD,1,1 Crore+,6 Lac+,ODISHA,Graduate
1525,525,Prince J G,COLACHAL,INC,73,68 Lac+,0,TAMIL NADU,Post Graduate
1526,526,Hasanuzzaman Sk,BELDANGA,AITC,4,2 Crore+,8 Lac+,WEST BENGAL,12th Pass
1527,527,Dibakar Gharami,SONAMUKHI (SC),BJP,0,4 Lac+,0,WEST BENGAL,8th Pass
1528,528,Jummum Ete Deori,LEKANG,BJP,0,2 Crore+,16 Lac+,ARUNACHAL PRADESH,12th Pass
1529,529,Gordhan,DHOD (SC),BJP,0,57 Lac+,5 Lac+,RAJASTHAN,Post Graduate
1530,530,Dr. Sudipto Roy,SREERAMPUR,AITC,0,9 Crore+,12 Lac+,WEST BENGAL,Post Graduate
1531,531,Gopala Krishna Beluru,SAGAR,INC,0,4 Crore+,0,KARNATAKA,12th Pass
1532,532,Kunwar Sushant Singh,BARHAPUR,BJP,0,6 Crore+,3 Lac+,UTTAR PRADESH,Graduate
1533,533,Anoop Singh Alias Anoop Pradhan Valmeeki,KHAIR (SC),BJP,0,92 Lac+,20 Lac+,UTTAR PRADESH,10th Pass
1534,534,Mushrif Hasan Miyalal,KAGAL,NCP,3,10 Crore+,96 Lac+,MAHARASHTRA,Graduate
1535,535,Swati Khandoker,CHANDITALA,AITC,0,60 Lac+,10 Lac+,WEST BENGAL,12th Pass
1536,536,Mamata Bhunia,DASPUR,AITC,0,5 Lac+,0,WEST BENGAL,10th Pass
1537,537,Rana Gurjeet Singh,KAPURTHALA,INC,1,0,71 Crore+,PUNJAB,10th Pass
1538,538,Chandar Singh Sisodiya,GAROTH,BJP,1,4 Crore+,6 Lac+,MADHYA PRADESH,Graduate
1539,539,Harakali Protiher,KATULPUR (SC),BJP,0,66 Lac+,35 Lac+,WEST BENGAL,Post Graduate
1540,540,Gopal Singh Rana,NANAKMATTA (ST),INC,0,3 Crore+,45 Lac+,UTTARAKHAND,Graduate Professional
1541,541,Adv.T Siddiqu,KALPETTA,INC,14,1 Crore+,69 Lac+,KERALA,Graduate Professional
1542,542,Pradipta Kumar Naik,BHAWANIPATNA,BJP,0,3 Crore+,0,ODISHA,Post Graduate
1543,543,H T Manju,KRISHNARAJPET,JD(S),2,70 Crore+,4 Crore+,KARNATAKA,Graduate
1544,544,K Venkatesh,PIRIYAPATNA,INC,0,18 Crore+,7 Crore+,KARNATAKA,Graduate
1545,545,Parshottambhai O. Solanki,BHAVNAGAR RURAL,BJP,3,53 Crore+,8 Crore+,GUJARAT,Others
1546,546,Rupinder Singh,BASSI PATHANA (SC),AAP,2,0,3 Lac+,PUNJAB,Post Graduate
1547,547,Yogeshbhai Narandas Patel,MANJALPUR,BJP,0,33 Crore+,0,GUJARAT,10th Pass
1548,548,Shyam Sunder,BACHHRAWAN (SC),SP,1,64 Lac+,0,UTTAR PRADESH,10th Pass
1549,549,Prakashbhai Parsotambhai Varmora,DHRANGADHRA,BJP,0,31 Crore+,7 Crore+,GUJARAT,10th Pass
1550,550,Santosh S Lad,KALAGHATGI,INC,8,138 Crore+,24 Crore+,KARNATAKA,Graduate
1551,551,Debesh Acharya,BARGARH,BJD,2,3 Crore+,57 Lac+,ODISHA,Graduate Professional
1552,552,Satyendra Nath Ray,GANGARAMPUR (SC),BJP,0,56 Lac+,0,WEST BENGAL,10th Pass
1553,553,Mukesh Mahaling,LOISINGHA,BJP,0,1 Crore+,26 Lac+,ODISHA,Doctorate
1554,554,Kaushik Roy,MAYNAGURI (SC),BJP,4,42 Lac+,3 Lac+,WEST BENGAL,12th Pass
1555,555,Manoranjan Talukdar,SORBHOG,CPI(M),0,1 Crore+,0,ASSAM,Graduate
1556,556,Dhavalsinh Narendrasinh Zala,BAYAD,IND,1,16 Crore+,2 Crore+,GUJARAT,Post Graduate
1557,557,Phate Bahadur Singh,DEHRI,RJD,1,14 Crore+,3 Crore+,BIHAR,10th Pass
1558,558,Bhupinder Singh Joon,BIJWASAN,AAP,0,5 Crore+,14 Lac+,DELHI,Graduate Professional
1559,559,Vijay Kumar Khemka,PURNIA,BJP,1,3 Crore+,0,BIHAR,12th Pass
1560,560,Bhanwarsingh Shekhawat (Babu Ji),BADNAWAR,INC,1,5 Crore+,0,MADHYA PRADESH,Post Graduate
1561,561,Ramkrishna Bhargava,MISRIKH (SC),BJP,0,2 Crore+,0,UTTAR PRADESH,12th Pass
1562,562,Wazed Ali Choudhury,SALMARA SOUTH,INC,1,11 Crore+,95 Lac+,ASSAM,Graduate
1563,563,Fateh Bahadur,CAIMPIYARGANJ,BJP,0,9 Crore+,1 Crore+,UTTAR PRADESH,Post Graduate
1564,564,Bunty Bhangdiya,CHIMUR,BJP,1,92 Crore+,18 Crore+,MAHARASHTRA,12th Pass
1565,565,Dasarathi Gomango,MOHANA,INC,1,57 Lac+,3 Lac+,ODISHA,10th Pass
1566,566,Bhupendra Singh,KHURAI,BJP,0,0,23 Crore+,MADHYA PRADESH,Graduate Professional
1567,567,Rajendra,MAHUWA,BJP,0,2 Crore+,75 Lac+,RAJASTHAN,Graduate
1568,568,Raghurami Reddy Settipally,MYDUKUR,YSRCP,4,5 Crore+,18 Lac+,ANDHRA PRADESH,10th Pass
1569,569,Rajinder Pal Kaur,LUDHIANA SOUTH,AAP,1,90 Lac+,22 Lac+,PUNJAB,Graduate
1570,570,Kuljit Singh Randhawa,DERA BASSI,AAP,1,7 Crore+,41 Lac+,PUNJAB,Graduate
1571,571,"Annadurai, K.",PATTUKKOTTAI,DMK,6,1 Crore+,11 Lac+,TAMIL NADU,Graduate Professional
1572,572,Virendra Chaudhary,PHARENDA,INC,2,5 Crore+,0,UTTAR PRADESH,Graduate Professional
1573,573,Mohammed Nawaz Basha,MADANAPALLE,YSRCP,1,9 Crore+,95 Lac+,ANDHRA PRADESH,8th Pass
1574,574,Karam Shyam,LANGTHABAL,BJP,1,2 Crore+,66 Lac+,MANIPUR,Graduate Professional
1575,575,Udhheshwari Paikra,SAMRI (ST),BJP,1,1 Crore+,41 Lac+,CHHATTISGARH,12th Pass
1576,576,Mukeshbhai Zinabhai Patel,OLPAD,BJP,0,4 Crore+,1 Crore+,GUJARAT,12th Pass
1577,577,Yashpal,UDUPI,BJP,1,6 Crore+,2 Crore+,KARNATAKA,12th Pass
1578,578,Amin Patel,MUMBADEVI,INC,2,44 Crore+,8 Crore+,MAHARASHTRA,10th Pass
1579,579,Haji Hussain Ansari,MADHUPUR,JMM,0,7 Crore+,0,JHARKHAND,12th Pass
1580,580,Neeraj Sharma,FARIDABAD NIT,INC,0,10 Crore+,1 Crore+,HARYANA,Graduate
1581,581,Paramananda Rajbongshi,SIPAJHAR,BJP,1,50 Lac+,16 Lac+,ASSAM,Doctorate
1582,582,Sampat Agrawal,BASNA,BJP,0,11 Crore+,0,CHHATTISGARH,Post Graduate
1583,583,Vijaykumar Krushnarao Gavit,NANDURBAR (ST),BJP,9,27 Crore+,1 Crore+,MAHARASHTRA,Post Graduate
1584,584,Bhupendrabhai Rajnikant Patel,GHATLODIA,BJP,0,8 Crore+,1 Crore+,GUJARAT,12th Pass
1585,585,Dr. Banwari Lal,BAWAL (SC),BJP,0,2 Crore+,10 Lac+,HARYANA,Graduate Professional
1586,586,Palaniyandi.M,SRIRANGAM,DMK,7,9 Crore+,6 Crore+,TAMIL NADU,8th Pass
1587,587,A.Maharajan,ANDIPATTI,DMK,4,15 Crore+,94 Lac+,TAMIL NADU,8th Pass
1588,588,Vishvas Sarang,NARELA,BJP,0,18 Crore+,5 Crore+,MADHYA PRADESH,Graduate Professional
1589,589,Yogendrasinh Parmar (Bakabhai),THASRA,BJP,1,11 Crore+,91 Lac+,GUJARAT,Graduate
1590,590,Ss. Olish,CHANDEL (ST),BJP,0,95 Lac+,0,MANIPUR,Graduate
1591,591,Smt Jhuma Solanki,BHIKANGAON (ST),INC,0,7 Crore+,76 Lac+,MADHYA PRADESH,Post Graduate
1592,592,Dr. Rajendra Kumar Singh,AMARPATAN,INC,1,44 Crore+,89 Lac+,MADHYA PRADESH,Doctorate
1593,593,Bimal Borah,TINGKHONG,BJP,0,1 Crore+,12 Lac+,ASSAM,Graduate
1594,594,Dr. Ramanuj Prasad,SONEPUR,RJD,4,1 Crore+,1 Lac+,BIHAR,Doctorate
1595,595,Amrutji Motiji Thakor,KANKREJ,INC,0,3 Crore+,18 Lac+,GUJARAT,12th Pass
1596,596,Darshan Dhruvanarayana,NANJANGUD (SC),INC,1,4 Crore+,0,KARNATAKA,Post Graduate
1597,597,Dilip Mangalu Borse,BAGLAN (ST),BJP,0,3 Crore+,3 Crore+,MAHARASHTRA,Graduate
1598,598,Bhupesh Baghel,PATAN,INC,1,33 Crore+,28 Lac+,CHHATTISGARH,Post Graduate
1599,599,Awdhesh Singh,HAJIPUR,BJP,0,4 Crore+,7 Lac+,BIHAR,12th Pass
1600,600,N. Jacob Zhimomi,GHASPANI-I (ST),BJP,0,10 Crore+,0,NAGALAND,Graduate
1601,601,Hakam Ali Khan,FATEHPUR,INC,0,1 Crore+,26 Lac+,RAJASTHAN,12th Pass
1602,602,Ashu Malik,SAHARANPUR,SP,0,2 Crore+,65 Lac+,UTTAR PRADESH,10th Pass
1603,603,Nandita Chowdhury,HOWRAH DAKSHIN,AITC,0,15 Crore+,14 Lac+,WEST BENGAL,12th Pass
1604,604,Mahendra Pal Singh,PIPRAICH,BJP,0,0,1 Crore+,UTTAR PRADESH,Graduate
1605,605,Jitendra Kantilal Somani,WANKANER,BJP,1,3 Crore+,0,GUJARAT,5th Pass
1606,606,Thammineni Seetharam,AMADALAVALASA,YSRCP,1,9 Crore+,0,ANDHRA PRADESH,12th Pass
1607,607,Mukta Shailesh Tilak,KASBA PETH,BJP,2,0,21 Crore+,MAHARASHTRA,Graduate
1608,608,Puran Chand,DARANG,BJP,0,1 Crore+,0,HIMACHAL PRADESH,10th Pass
1609,609,Ramesh Kondiram Latke,ANDHERI EAST,SHS,0,4 Crore+,1 Crore+,MAHARASHTRA,10th Pass
1610,610,Ahmed Javed Khan,KASBA,AITC,1,32 Crore+,41 Crore+,WEST BENGAL,Graduate
1611,611,Pravinbhai Manjibhai Ghoghari,KARANJ,BJP,1,2 Crore+,54 Lac+,GUJARAT,12th Pass
1612,612,Pardeep Chaudhary,KALKA,INC,1,15 Crore+,91 Lac+,HARYANA,Graduate
1613,613,Jagdishbhai Prabhubhai Makwana,WADHWAN,BJP,0,1 Crore+,14 Lac+,GUJARAT,Graduate
1614,614,Sidharth Nath Singh,ALLAHABAD WEST,BJP,0,32 Crore+,7 Crore+,UTTAR PRADESH,Graduate
1615,615,Dr. Suresh (Bhau) Dagadu Khade,MIRAJ (SC),BJP,3,4 Crore+,0,MAHARASHTRA,Doctorate
1616,616,Pawan Kumar Yadav,KAHALGAON,BJP,5,3 Crore+,27 Lac+,BIHAR,12th Pass
1617,617,Vishwas Vasant Vaidya,SAUNDATTI YELLAMMA,INC,1,4 Crore+,1 Crore+,KARNATAKA,Graduate
1618,618,Senthilkumar.M,KALLAKURICHI (SC),AIADMK,0,0,10 Lac+,TAMIL NADU,12th Pass
1619,619,Ashok Chandra Panda,EKAMRA-BHUBANESWAR,BJD,0,0,10 Lac+,ODISHA,Post Graduate
1620,620,Kanathil Jameela,QUILANDY,CPI(M),1,1 Crore+,0,KERALA,10th Pass
1621,621,Chinmoy Deb Barman,GAZOLE (SC),BJP,1,49 Lac+,1 Lac+,WEST BENGAL,Post Graduate
1622,622,Thakur Das Nagwanshi,PIPARIYA (SC),BJP,0,1 Crore+,5 Lac+,MADHYA PRADESH,10th Pass
1623,623,Manab Deka,LAKHIMPUR,BJP,2,5 Crore+,2 Crore+,ASSAM,Graduate
1624,624,Kumar Krishna Mohan Alias Suday Yadav,JEHANABAD,RJD,0,1 Crore+,0,BIHAR,Doctorate
1625,625,Uttari Jangde,SARANGARH (SC),INC,0,1 Crore+,0,CHHATTISGARH,12th Pass
1626,626,P.P.Sumod,TARUR,CPI(M),5,9 Lac+,3 Lac+,KERALA,Post Graduate
1627,627,Rajendrasinh Mohansinh Rathva,CHHOTA UDAIPUR (ST),BJP,0,4 Crore+,18 Lac+,GUJARAT,12th Pass
1628,628,Savitri Manoj Mandavi,BHANUPRATAPPUR (ST),INC,0,6 Crore+,1 Crore+,CHHATTISGARH,Graduate
1629,629,Ramesh Parambath,MAHE,INC,0,6 Crore+,10 Lac+,PUDUCHERRY,Graduate
1630,630,Pratap Puri,POKARAN,BJP,0,3 Crore+,0,RAJASTHAN,10th Pass
1631,631,Rajkumar Pori,PAURI (SC),BJP,0,25 Lac+,11 Lac+,UTTARAKHAND,Graduate
1632,632,Neiphiu Rio,NORTHERN ANGAMI-II (ST),NDPP,0,46 Crore+,8 Lac+,NAGALAND,Graduate
1633,633,S Manjunatha,SAKALESHPUR (SC),BJP,0,0,1 Crore+,KARNATAKA,10th Pass
1634,634,Anna Rambabu,GIDDALUR,YSRCP,0,42 Crore+,6 Crore+,ANDHRA PRADESH,Graduate
1635,635,Chiranjeev Rao,REWARI,INC,0,10 Crore+,33 Lac+,HARYANA,12th Pass
1636,636,Rajaa T R B,MANNARGUDI,DMK,2,41 Crore+,13 Crore+,TAMIL NADU,Post Graduate
1637,637,Kolusu Partha Sarathy,PENAMALURU,YSRCP,9,0,82 Lac+,ANDHRA PRADESH,12th Pass
1638,638,Naba Charan Majhi,RAIRANGPUR,BJP,1,22 Lac+,0,ODISHA,Graduate
1639,639,K. Gopalaiah,MAHALAKSHMI LAYOUT,BJP,0,110 Crore+,62 Crore+,KARNATAKA,Graduate
1640,640,Uma Sankara Ganesh Petla,NARSIPATNAM,YSRCP,2,66 Lac+,7 Lac+,ANDHRA PRADESH,Graduate
1641,641,Tapas Banerjee,RANIGANJ,AITC,7,0,0,WEST BENGAL,Graduate Professional
1642,642,Ganesh Chandra Mondal,KULTALI (SC),AITC,0,6 Crore+,1 Crore+,WEST BENGAL,Graduate
1643,643,Bharat Singh Chaudhary,RUDRAPRAYAG,BJP,0,2 Crore+,50 Lac+,UTTARAKHAND,Graduate
1644,644,Taranga Gogoi,NAHARKATIA,BJP,0,1 Crore+,0,ASSAM,12th Pass
1645,645,K.P.Shankar,THIRUVOTTIYUR,DMK,2,4 Crore+,82 Lac+,TAMIL NADU,8th Pass
1646,646,Debabrata Majumdar (Malay),JADAVPUR,AITC,0,1 Crore+,0,WEST BENGAL,Graduate Professional
1647,647,Md Kamran,GOBINDPUR,RJD,0,5 Crore+,0,BIHAR,12th Pass
1648,648,Vinod Chaturvedi,KALPI,SP,0,3 Crore+,9 Lac+,UTTAR PRADESH,Post Graduate
1649,649,Yadvinder Goma,JAISINGHPUR (SC),INC,0,2 Crore+,65 Lac+,HIMACHAL PRADESH,Post Graduate
1650,650,Ratan Lal Nath,MOHANPUR,BJP,1,2 Crore+,19 Lac+,TRIPURA,Graduate Professional
1651,651,Ashok Kumar,SALON (SC),BJP,0,65 Lac+,5 Lac+,UTTAR PRADESH,Post Graduate
1652,652,Rohit Pawar,KARJAT JAMKHED,NCP,0,59 Crore+,3 Crore+,MAHARASHTRA,Graduate Professional
1653,653,K Adimulam,SATYAVEDU,YSRCP,0,0,1 Lac+,ANDHRA PRADESH,Graduate
1654,654,Sampathkumar.V,HARUR (SC),AIADMK,0,70 Lac+,14 Lac+,TAMIL NADU,Graduate Professional
1655,655,Sukh Ram,PAONTA SAHIB,BJP,0,2 Crore+,85 Lac+,HIMACHAL PRADESH,12th Pass
1656,656,Deshmukh Vijaykumar Sidramappa,SOLAPUR CITY NORTH,BJP,0,13 Crore+,0,MAHARASHTRA,Graduate
1657,657,K.C.Veerendra Puppy,CHITRADURGA,INC,2,134 Crore+,19 Crore+,KARNATAKA,Graduate
1658,658,Rajesh Kumar Singh,HATHUA,RJD,3,1 Crore+,1 Lac+,BIHAR,12th Pass
1659,659,Subrat Tarai,RAGHUNATHPALI,BJD,2,36 Lac+,0,ODISHA,Post Graduate
1660,660,Tusharkanti Behera,KAKATPUR,BJD,0,24 Lac+,3 Thou+,ODISHA,Post Graduate
1661,661,Sunil Kumar Sharma,SAHIBABAD,BJP,0,1 Crore+,15 Lac+,UTTAR PRADESH,Post Graduate
1662,662,Laxmi Narayan,CHHATA,BJP,0,0,29 Lac+,UTTAR PRADESH,Post Graduate
1663,663,Pradyuman Ganubhai Vaja,KODINAR (SC),BJP,0,5 Crore+,0,GUJARAT,Post Graduate
1664,664,Ramesh Gajanan Korgaonkar,BHANDUP WEST,SHS,3,0,98 Lac+,MAHARASHTRA,8th Pass
1665,665,Sukhveer Singh Maiserkhana,MAUR,AAP,4,92 Lac+,0,PUNJAB,12th Pass
1666,666,Usha Babu Singh Thakur,DR.AMBEDKAR NAGAR -MHOW,BJP,0,58 Lac+,82 Thou+,MADHYA PRADESH,Post Graduate
1667,667,Vanathi Srinivasan,COIMBATORE SOUTH,BJP,2,9 Crore+,59 Lac+,TAMIL NADU,Post Graduate
1668,668,Patni Rajendra Sukhanand,KARANJA,BJP,2,10 Crore+,4 Crore+,MAHARASHTRA,Graduate
1669,669,Vinod Bhiva Nikole,DAHANU (ST),CPI(M),6,51 Thou+,0,MAHARASHTRA,12th Pass
1670,670,Mangelal Meena,RAJGARH-LAXMANGARH (ST),INC,0,3 Crore+,31 Lac+,RAJASTHAN,Graduate Professional
1671,671,Rajendra Shukla,REWA,BJP,0,30 Crore+,1 Crore+,MADHYA PRADESH,Graduate Professional
1672,672,Abdus Sobahan Ali Sarkar,GOLAKGANJ,INC,1,12 Lac+,2 Lac+,ASSAM,Graduate
1673,673,Jikke Tako,TALI,JD(U),0,2 Crore+,0,ARUNACHAL PRADESH,Post Graduate
1674,674,Prafulla Samal,BHANDARIPOKHARI,BJD,0,1 Crore+,1 Lac+,ODISHA,Graduate Professional
1675,675,Gian Chand Gupta,PANCHKULA,BJP,0,12 Crore+,33 Lac+,HARYANA,12th Pass
1676,676,R.S. Bali,NAGROTA,INC,3,92 Crore+,6 Crore+,HIMACHAL PRADESH,Graduate Professional
1677,677,Dr. Thakor Sukhaji Somaji,BECHARAJI,BJP,0,33 Lac+,3 Lac+,GUJARAT,Graduate
1678,678,Balbir Singh Verma,CHOPAL,BJP,0,128 Crore+,2 Crore+,HIMACHAL PRADESH,12th Pass
1679,679,Harshvardhan Bajpai,ALLAHABAD NORTH,BJP,2,8 Crore+,53 Lac+,UTTAR PRADESH,Graduate Professional
1680,680,Deshpande Raghunath,HALIYAL,INC,1,363 Crore+,14 Crore+,KARNATAKA,Graduate Professional
1681,681,Binay Bhushan Das,PANISAGAR,BJP,0,2 Crore+,39 Lac+,TRIPURA,Graduate Professional
1682,682,Nara Chandrababu Naidu,KUPPAM,TDP,1,668 Crore+,15 Crore+,ANDHRA PRADESH,Post Graduate
1683,683,Nyamar Karbak,LIROMOBA,BJP,0,1 Crore+,0,ARUNACHAL PRADESH,Post Graduate
1684,684,Katasani Rami Reddy,BANAGANAPALLE,YSRCP,0,17 Crore+,2 Crore+,ANDHRA PRADESH,Graduate
1685,685,Subrata Maitra (Kanchan),BAHARAMPUR,BJP,6,50 Lac+,0,WEST BENGAL,Graduate
1686,686,Murthy.R.Idream,ROYAPURAM,DMK,0,112 Crore+,26 Crore+,TAMIL NADU,10th Pass
1687,687,Jayveer Singh,MAINPURI,BJP,0,17 Crore+,0,UTTAR PRADESH,12th Pass
1688,688,Narendra Narayan Yadav,ALAMNAGAR,JD(U),1,2 Crore+,84 Thou+,BIHAR,Graduate
1689,689,Anil Kumar,BATHNAHA (SC),BJP,0,11 Lac+,0,BIHAR,Graduate Professional
1690,690,Jaivardhan Singh,RAGHOGARH,INC,1,64 Crore+,4 Crore+,MADHYA PRADESH,Post Graduate
1691,691,Shyam Prakash,GOPAMAU (SC),BJP,0,2 Crore+,4 Crore+,UTTAR PRADESH,Graduate
1692,692,Nitesh Narayan Rane,KANKAVLI,BJP,8,14 Crore+,6 Crore+,MAHARASHTRA,Post Graduate
1693,693,Tajmul Hossain,HARISCHANDRAPUR,AITC,0,68 Lac+,0,WEST BENGAL,12th Pass
